"id";"prefix";"vendor"
129064;"9CC8FC";ARRIS Group, Inc.
129065;"9CC950";Baumer Holding
129066;"9CC9EB";NETGEAR
129067;"9CCAD9";Nokia Corporation
129068;"9CCC83";Juniper Networks
129069;"9CCD82";CHENG UEI PRECISION INDUSTRY CO.,LTD
129070;"9CD21E";Hon Hai Precision Ind. Co.,Ltd.
129071;"9CD24B";zte corporation
129072;"9CD332";PLC Technology Ltd
129073;"9CD35B";Samsung Electronics Co.,Ltd
129074;"9CD36D";NETGEAR
129075;"9CD48B";Innolux Technology Europe BV
129076;"9CD643";D-Link International
129077;"9CD917";Motorola Mobility LLC, a Lenovo Company
129078;"9CD9CB";Lesira Manufacturing Pty Ltd
129079;"9CDA3E";Intel Corporate
129080;"9CDB07";Thum+Mahr GmbH
129081;"9CDC71";Hewlett Packard Enterprise
129082;"9CDD1F";Intelligent Steward Co.,Ltd
129083;"9CDF03";Harman/Becker Automotive Systems GmbH
129084;"9CDFB1";Shenzhen Crave Communication Co., LTD
129085;"9CE063";Samsung Electronics Co.,Ltd
129086;"9CE10E";NCTech Ltd
129087;"9CE176";Cisco Systems, Inc
129088;"9CE1D6";Junger Audio-Studiotechnik GmbH
129089;"9CE230";JULONG CO,.LTD.
129090;"9CE33F";Apple, Inc.
129091;"9CE374";HUAWEI TECHNOLOGIES CO.,LTD
129092;"9CE635";Nintendo Co., Ltd.
129093;"9CE65E";Apple, Inc.
129094;"9CE6E7";Samsung Electronics Co.,Ltd
129095;"9CE7BD";Winduskorea co., Ltd
129096;"9CE82B";vivo Mobile Communication Co., Ltd.
129097;"9CE895";New H3C Technologies Co., Ltd
129098;"9CE91C";zte corporation
129099;"9CE951";Shenzhen Sang Fei Consumer Communications Ltd., Co.
129100;"9CEBE8";BizLink (Kunshan) Co.,Ltd
129101;"9CEDFA";EVUlution AG
129102;"9CEFD5";Panda Wireless, Inc.
129103;"9CF029";Integrated Device Technology (Malaysia) Sdn. Bhd.
129104;"9CF387";Apple, Inc.
129105;"9CF48E";Apple, Inc.
129106;"9CF531";GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
129107;"9CF61A";Carrier Fire & Security
129108;"9CF67D";Ricardo Prague, s.r.o.
129109;"9CF6DD";IEEE Registration Authority
129110;"9CF6DD0";Annapurna labs
129111;"9CF6DD1";Ithor IT Co.,Ltd.
129112;"9CF6DD2";Beijing Sifang Automation Co., Ltd.
129113;"9CF6DD3";RYEEX Technology Co.,Ltd.
129114;"9CF6DD4";Capital Engineering & Research Incorporation Ltd.
129115;"9CF6DD5";b8ta Inc.
129116;"9CF6DD6";Shenzhen Xtooltech Co., Ltd
129117;"9CF6DD7";KXT Technology Co., Ltd.
129118;"9CF6DD8";Savari Inc
129119;"9CF6DD9";CAMA（Luoyang）Electronics Co.，Ltd
129120;"9CF6DDA";AVI Pty Ltd
129121;"9CF6DDB";Guangzhou LANGO Electronics Technology Co., Ltd.
129122;"9CF6DDC";Lighting New Energy Technology Co., Ltd.
129123;"9CF6DDD";Foshan Synwit Technology Co.,Ltd.
129124;"9CF6DDE";Shanxi ZhuoZhi fei High Electronic Technology Co. Ltd.
129125;"9CF8DB";shenzhen eyunmei technology co,.ltd
129126;"9CF938";AREVA NP GmbH
129127;"9CFBD5";vivo Mobile Communication Co., Ltd.
129128;"9CFBF1";MESOMATIC GmbH & Co.KG
129129;"9CFC01";Apple, Inc.
129130;"9CFCD1";Aetheris Technology (Shanghai) Co., Ltd.
129131;"9CFCE8";Intel Corporate
129132;"9CFEA1";Fiberhome Telecommunication Technologies Co.,LTD
129133;"9CFFBE";OTSL Inc.
129134;"9CFFC2";AVI Systems GmbH
129135;A002DC;Amazon Technologies Inc.
129136;A00363;Robert Bosch Healthcare GmbH
129137;A0043E;Parker Hannifin Manufacturing Germany GmbH & Co. KG
129138;A00460;NETGEAR
129139;A00627;NEXPA System
129140;A00798;Samsung Electronics Co.,Ltd
129141;A007B6;Advanced Technical Support, Inc.
129142;A0086F;HUAWEI TECHNOLOGIES CO.,LTD
129143;A0094C;CenturyLink
129144;A009ED;Avaya Inc
129145;A00ABF;Wieson Technologies Co., Ltd.
129146;A00BBA;SAMSUNG ELECTRO MECHANICS CO., LTD.
129147;A00CA1;SKTB SKiT
129148;A01081;Samsung Electronics Co.,Ltd
129149;A01290;Avaya Inc
129150;A012DB;TABUCHI ELECTRIC CO.,LTD
129151;A0133B;HiTi Digital, Inc.
129152;A013CB;Fiberhome Telecommunication Technologies Co.,LTD
129153;A0143D;PARROT SA
129154;A0165C;Triteka LTD
129155;A01828;Apple, Inc.
129156;A01859;Shenzhen Yidashi Electronics Co Ltd
129157;A01917;Bertel S.p.a.
129158;A019B2;IEEE Registration Authority
129159;A019B20;Vast Production Services
129160;A019B21;El Sewedy Electrometer Egypt S.A.E.
129161;A019B22;Beijing Deephi Intelligent Technology Co., Ltd
129162;A019B23;Power Diagnostic Service Co., LTD.
129163;A019B24;Osatec
129164;A019B25;SZBROAD   TECHNOLOGY (HK) CO.,LTMITED
129165;A019B26;GfG mbH
129166;A019B27;ARIMA Communications Corp.
129167;A019B28;MIS Industrie Systeme GmbH & Co. KG
129168;A019B29;Lon Microsystems Inc.
129169;A019B2A;Adomi
129170;A019B2B;HangZhou iMagic Technology Co., Ltd
129171;A019B2C;LDA Technologies
129172;A019B2D;RYD Electronic Technology Co.,Ltd.
129173;A019B2E;Ahgora Sistemas SA
129174;A01B29;Sagemcom Broadband SAS
129175;A01C05;NIMAX TELECOM CO.,LTD.
129176;A01C8D;HUAWEI TECHNOLOGIES CO.,LTD
129177;A01D48;Hewlett Packard
129178;A01E0B;MINIX Technology Limited
129179;A020A6;Espressif Inc.
129180;A02195;Samsung Electronics Co.,Ltd
129181;A021B7;NETGEAR
129182;A0224E;IEEE Registration Authority
129183;A0224E0;Kyung In Electronics
129184;A0224E1;rNET Controls
129185;A0224E2;"Closed Joint-Stock Company ""NORSI-TRANS"""
129186;A0224E3;ProPhotonix
129187;A0224E4;TMGcore LLC
129188;A0224E5;Zhuhai Cheer Technology Co., LTD.
129189;A0224E6;MESIT asd, s.r.o.
129190;A0224E7;Applied Information, Inc.
129191;A0224E8;EISST  International Ltd
129192;A0224E9;Delta Tau Data Systems, Inc.
129193;A0224EA;IST ElektronikgesmbH
129194;A0224EB;All Inspire Health Inc.
129195;A0224EC;Standartoptic, Limited Liability Company
129196;A0224ED;Digifocus Technology Inc.
129197;A0224EE;Hunan Youmei Science&Technology Development Co.,Ltd.
129198;A022DE;vivo Mobile Communication Co., Ltd.
129199;A0231B;TeleComp R&D Corp.
129200;A0239F;Cisco Systems, Inc
129201;A027B6;Samsung Electronics Co.,Ltd
129202;A02833;IEEE Registration Authority
129203;A028330;GERSYS GmbH
129204;A028331;Ordercube GmbH
129205;A028332;Shanghai Nohmi Secom Fire Protection  Equipment Co.,Ltd.
129206;A028333;SHANGHAI XUNTAI INFORMATION TECHNOLOGY CO.,LTD.
129207;A028334;Firm INFORMTEST Ltd.
129208;A028335;JGR Optics Inc
129209;A028336;Xiamen Caimore Communication Technology Co.,Ltd.
129210;A028337;Kryptus Information Security S/A
129211;A028338;HZHY TECHNOLOGY
129212;A028339;IMESHX CORPORATION LIMITED
129213;A02833A;Medical Evolution Kft
129214;A02833B;FlexLink AB
129215;A02833C;Kalray S.A.
129216;A02833D;Audix
129217;A02833E;Precision Planting, LLC.
129218;A028ED;HMD Global Oy
129219;A02BB8;Hewlett Packard
129220;A02C36;FN-LINK TECHNOLOGY LIMITED
129221;A02D13;AirTies Wireless Networks
129222;A02EF3;United Integrated Services Co., Led.
129223;A03299;Lenovo (Beijing) Co., Ltd.
129224;A0341B;Adero Inc
129225;A0369F;Intel Corporate
129226;A036F0;Comprehensive Power
129227;A036FA;Ettus Research LLC
129228;A038F8;OURA Health Oy
129229;A039EE;Sagemcom Broadband SAS
129230;A039F7;LG Electronics (Mobile Communications)
129231;A03A75;PSS Belgium N.V.
129232;A03B1B;Inspire Tech
129233;A03BE3;Apple, Inc.
129234;A03C31;Shenzhen Belon Technology CO.,LTD
129235;A03D6F;Cisco Systems, Inc
129236;A03E6B;IEEE Registration Authority
129237;A03E6B0;s&t embedded GmbH
129238;A03E6B1;Business Support Consultant Co.,Ltd
129239;A03E6B2;Videx Electronics S.p.A.
129240;A03E6B3;iLoda Solutions Limited
129241;A03E6B4;Shenzhen Nufilo Inc.
129242;A03E6B5;Friday Lab, UAB
129243;A03E6B6;Wuhan Rui Ying Tong Network Technology Co., Ltd(China)
129244;A03E6B7;SinoGrid Software Systems Inc.
129245;A03E6B8;"718th  Research  Institute  of  CSIC"
129246;A03E6B9;Incogniteam Ltd.
129247;A03E6BA;Shenzhen Neostra Technology Co.Ltd
129248;A03E6BB;KoCoS Messtechnik AG
129249;A03E6BC;Qunar.com
129250;A03E6BD;Jining SmartCity Infotech Co.Ltd.
129251;A03E6BE;Nanjing zhanyi software technology co., LTD
129252;A03E6BF;Private
129253;A04025;Actioncable, Inc.
129254;A04041;SAMWONFA Co.,Ltd.
129255;A040A0;NETGEAR
129256;A04147;Huawei Device Co., Ltd.
129257;A0415E;Opsens Solution Inc.
129258;A041A7;NL Ministry of Defense
129259;A0423F;Tyan Computer Corp
129260;A04246;IT Telecom Co., Ltd.
129261;A043B0;Hangzhou BroadLink Technology Co.,Ltd
129262;A043DB;Sitael S.p.A.
129263;A047D7;Best IT World (India) Pvt Ltd
129264;A0481C;Hewlett Packard
129265;A04C5B;Shenzhen TINNO Mobile Technology Corp.
129266;A04CC1;Helixtech Corp.
129267;A04E01;CENTRAL ENGINEERING co.,ltd.
129268;A04E04;Nokia Corporation
129269;A04EA7;Apple, Inc.
129270;A04F85;LG Electronics (Mobile Communications)
129271;A04FD4;ADB Broadband Italia
129272;A0510B;Intel Corporate
129273;A051C6;Avaya Inc
129274;A0554F;Cisco Systems, Inc
129275;A055DE;ARRIS Group, Inc.
129276;A056B2;Harman/Becker Automotive Systems GmbH
129277;A056F3;Apple, Inc.
129278;A057E3;HUAWEI TECHNOLOGIES CO.,LTD
129279;A0593A;V.D.S. Video Display Systems srl
129280;A05AA4;Grand Products Nevada, Inc.
129281;A05B21;ENVINET GmbH
129282;A05DC1;TMCT Co., LTD.
129283;A05DE7;DIRECTV, Inc.
129284;A05E6B;MELPER Co., Ltd.
129285;A06090;Samsung Electronics Co.,Ltd
129286;A06260;Private
129287;A06391;NETGEAR
129288;A0648F;ASKEY COMPUTER CORP
129289;A06518;VNPT TECHNOLOGY
129290;A06610;FUJITSU LIMITED
129291;A067BE;Sicon srl
129292;A0681C;GD Midea Air-Conditioning Equipment Co.,Ltd.
129293;A0687E;ARRIS Group, Inc.
129294;A06986;Wellav Technologies Ltd
129295;A06A00;Verilink Corporation
129296;A06A44;Vizio, Inc
129297;A06CEC;RIM
129298;A06D09;Intelcan Technosystems Inc.
129299;A06E50;Nanotek Elektronik Sistemler Ltd. Sti.
129300;A06FAA;LG Innotek
129301;A07099;Beijing Huacan Electronics Co., Ltd
129302;A071A9;Nokia Corporation
129303;A0722C;HUMAX Co., Ltd.
129304;A072E4;NJ SYSTEM CO.,LTD
129305;A07332;Cashmaster International Limited
129306;A073FC;Rancore Technologies Private Limited
129307;A07591;Samsung Electronics Co.,Ltd
129308;A075EA;BoxLock, Inc.
129309;A07771;Vialis BV
129310;A078BA;Pantech Co., Ltd.
129311;A0821F;Samsung Electronics Co.,Ltd
129312;A082AC;Linear DMS Solutions Sdn. Bhd.
129313;A082C7;P.T.I Co.,LTD
129314;A084CB;SonicSensory,Inc.
129315;A0861D;Chengdu Fuhuaxin Technology co.,Ltd
129316;A086C6;Xiaomi Communications Co Ltd
129317;A086EC;SAEHAN HITEC Co., Ltd
129318;A08869;Intel Corporate
129319;A088B4;Intel Corporate
129320;A089E4;Skyworth Digital Technology(Shenzhen) Co.,Ltd
129321;A08A87;HuiZhou KaiYue Electronic Co.,Ltd
129322;A08C15;Gerhard D. Wempe KG
129323;A08C9B;Xtreme Technologies Corp
129324;A08CF8;HUAWEI TECHNOLOGIES CO.,LTD
129325;A08CFD;Hewlett Packard
129326;A08D16;HUAWEI TECHNOLOGIES CO.,LTD
129327;A08E78;Sagemcom Broadband SAS
129328;A090DE;VEEDIMS,LLC
129329;A09169;LG Electronics (Mobile Communications)
129330;A091A2;OnePlus Electronics (Shenzhen) Co., Ltd.
129331;A091C8;zte corporation
129332;A09347;GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
129333;A09351;Cisco Systems, Inc
129334;A0946A;Shenzhen XGTEC Technology Co,.Ltd.
129335;A0950C;China Mobile IOT Company Limited
129336;A09805;OpenVox Communication Co Ltd
129337;A098ED;Shandong Intelligent Optical Communication Development Co., Ltd.
129338;A0999B;Apple, Inc.
129339;A09A5A;Time Domain
129340;A09B12;China Mobile IOT Company Limited
129341;A09B17;Taicang T&W Electronics
129342;A09BBD;Total Aviation Solutions Pty Ltd
129343;A09D86;Alcatel-Lucent Shanghai Bell Co., Ltd
129344;A09D91;SoundBridge
129345;A09DC1;China Dragon Technology Limited
129346;A09E1A;Polar Electro Oy
129347;A0A130;DLI Taiwan Branch office
129348;A0A23C;GPMS
129349;A0A33B;HUAWEI TECHNOLOGIES CO.,LTD
129350;A0A3B8;WISCLOUD
129351;A0A3E2;Actiontec Electronics, Inc
129352;A0A4C5;Intel Corporate
129353;A0A65C;Supercomputing Systems AG
129354;A0A763;Polytron Vertrieb GmbH
129355;A0A8CD;Intel Corporate
129356;A0AAFD;EraThink Technologies Corp.
129357;A0AB1B;D-Link International
129358;A0AB51;WEIFANG GOERTEK ELECTRONICS CO.,LTD
129359;A0AC69;Samsung Electronics Co.,Ltd
129360;A0ADA1;JMR Electronics, Inc
129361;A0AFBD;Intel Corporate
129362;A0B045;Halong Mining
129363;A0B100;ShenZhen Cando Electronics Co.,Ltd
129364;A0B3CC;Hewlett Packard
129365;A0B437;GD Mission Systems
129366;A0B439;Cisco Systems, Inc
129367;A0B4A5;Samsung Electronics Co.,Ltd
129368;A0B549;Arcadyan Corporation
129369;A0B5DA;HongKong THTF Co., Ltd
129370;A0B662;Acutvista Innovation Co., Ltd.
129371;A0B8F8;Amgen U.S.A. Inc.
129372;A0B9ED;Skytap
129373;A0BAB8;Pixon Imaging
129374;A0BB3E;IEEE Registration Authority
129375;A0BB3E0;Link Labs
129376;A0BB3E1;IVision Electronics Co.,Ltd
129377;A0BB3E2;DirectOut GmbH
129378;A0BB3E3;WiteRiver Technology LLC
129379;A0BB3E4;COMSYS Communications Systems Service GmbH
129380;A0BB3E5;ManTech International Corporation
129381;A0BB3E6;Xiamen Kehua Hengsheng Co.,Ltd
129382;A0BB3E7;SIMTEC Elektronik GmbH
129383;A0BB3E8;AutarcTech GmbH
129384;A0BB3E9;Sandal Plc
129385;A0BB3EA;Filo SRL
129386;A0BB3EB;Beijing Techshino Technology Co., Ltd.
129387;A0BB3EC;Ewig Industries Macao Commercial Offshore Ltd
129388;A0BB3ED;Shenzhen Talent Technology company limited
129389;A0BB3EE;Messtechnik Sachs GmbH
129390;A0BB3EF;Private
129391;A0BD1D;Zhejiang Dahua Technology Co., Ltd.
129392;A0BDCD;BSkyB Ltd
129393;A0BF50;S.C. ADD-PRODUCTION S.R.L.
129394;A0BFA5;CORESYS
129395;A0C2DE;Costar Video Systems
129396;A0C3DE;Triton Electronic Systems Ltd.
129397;A0C4A5;SYGN HOUSE CO.,LTD
129398;A0C562;ARRIS Group, Inc.
129399;A0C589;Intel Corporate
129400;A0C5F2;IEEE Registration Authority
129401;A0C5F20;Quantlab Financial, LLC
129402;A0C5F21;KNS Group LLC (YADRO Company)
129403;A0C5F22;Speedgoat GmbH
129404;A0C5F23;Shenzhen Feima Robotics Technology Co.,Ltd
129405;A0C5F24;AiCare Corp.
129406;A0C5F25;Spacepath Communications Ltd
129407;A0C5F26;ShenZhen JuWangShi Tech
129408;A0C5F27;Viettronimex JSC
129409;A0C5F28;CoolR Group Inc
129410;A0C5F29;Impulse Networks Pte Ltd
129411;A0C5F2A;Serious Integrated, Inc.
129412;A0C5F2B;Oray.com co., LTD.
129413;A0C5F2C;Glooko inc
129414;A0C5F2D;UnaliWear, Inc.
129415;A0C5F2E;Synapsys Solutions Ltd.
129416;A0C6EC;ShenZhen ANYK Technology Co.,LTD
129417;A0C9A0;Murata Manufacturing Co., Ltd.
129418;A0CAA5;INTELLIGENCE TECHNOLOGY OF CEC CO., LTD
129419;A0CBFD;Samsung Electronics Co.,Ltd
129420;A0CC2B;Murata Manufacturing Co., Ltd.
129421;A0CEC8;CE LINK LIMITED
129422;A0CF5B;Cisco Systems, Inc
129423;A0CFF5;zte corporation
129424;A0D12A;AXPRO Technology Inc.
129425;A0D37A;Intel Corporate
129426;A0D385;AUMA Riester GmbH & Co. KG
129427;A0D3C1;Hewlett Packard
129428;A0D635;WBS Technology
129429;A0D795;Apple, Inc.
129430;A0D807;Huawei Device Co., Ltd.
129431;A0D83D;Fiberhome Telecommunication Technologies Co.,LTD
129432;A0D86F;ARGO AI, LLC
129433;A0DA92;Nanjing Glarun Atten Technology Co. Ltd.
129434;A0DC04;Becker-Antriebe GmbH
129435;A0DD97;PolarLink Technologies, Ltd
129436;A0DDE5;SHARP Corporation
129437;A0DE05;"JSC ""Irbis-T"""
129438;A0DE0F;Huawei Device Co., Ltd.
129439;A0DF15;HUAWEI TECHNOLOGIES CO.,LTD
129440;A0E0AF;Cisco Systems, Inc
129441;A0E201;AVTrace Ltd.(China)
129442;A0E25A;Amicus SK, s.r.o.
129443;A0E295;DAT System Co.,Ltd
129444;A0E453;Sony Mobile Communications Inc
129445;A0E4CB;Zyxel Communications Corporation
129446;A0E534;Stratec Biomedical AG
129447;A0E5E9;enimai Inc
129448;A0E617;MATIS
129449;A0E6F8;Texas Instruments
129450;A0E9DB;Ningbo FreeWings Technologies Co.,Ltd
129451;A0EB76;AirCUVE Inc.
129452;A0EC80;zte corporation
129453;A0ECF9;Cisco Systems, Inc
129454;A0EDCD;Apple, Inc.
129455;A0EF84;Seine Image Int'l Co., Ltd
129456;A0F217;GE Medical System(China) Co., Ltd.
129457;A0F3C1;TP-LINK TECHNOLOGIES CO.,LTD.
129458;A0F3E4;Alcatel-Lucent IPD
129459;A0F419;Nokia Corporation
129460;A0F450;HTC Corporation
129461;A0F459;FN-LINK TECHNOLOGY LIMITED
129462;A0F479;HUAWEI TECHNOLOGIES CO.,LTD
129463;A0F6FD;Texas Instruments
129464;A0F849;Cisco Systems, Inc
129465;A0F895;Shenzhen TINNO Mobile Technology Corp.
129466;A0F9B7;Ademco Smart Homes Technology(Tianjin)Co.,Ltd.
129467;A0F9E0;VIVATEL COMPANY LIMITED
129468;A0FC6E;Telegrafia a.s.
129469;A0FE61;Vivint Wireless Inc.
129470;A0FE91;AVAT Automation GmbH
129471;A0FF70;Technicolor CH USA Inc.
129472;A400E2;HUAWEI TECHNOLOGIES CO.,LTD
129473;A40130;ABIsystems Co., LTD
129474;A402B9;Intel Corporate
129475;A40450;nFore Technology Inc.
129476;A4059E;STA Infinity LLP
129477;A406E9;Texas Instruments
129478;A407B6;Samsung Electronics Co.,Ltd
129479;A40801;Amazon Technologies Inc.
129480;A408EA;Murata Manufacturing Co., Ltd.
129481;A408F5;Sagemcom Broadband SAS
129482;A409CB;"Alfred Kaercher GmbH &amp; Co KG"
129483;A40BED;Carry Technology Co.,Ltd
129484;A40C66;Shenzhen Colorful Yugong Technology and Development Co., Ltd.
129485;A40CC3;Cisco Systems, Inc
129486;A40DBC;Xiamen Intretech Inc.
129487;A40E2B;Facebook Inc
129488;A41115;Robert Bosch Engineering and Business Solutions pvt. Ltd.
129489;A41162;Arlo Technology
129490;A41163;IEEE Registration Authority
129491;A411630;Adetel Equipment
129492;A411631;INTER CONTROL Hermann Köhler Elektrik GmbH & Co.KG
129493;A411632;Allgo Tech. (Beijing) Co.,Ltd
129494;A411633;Pax
129495;A411634;AlterG, Inc.
129496;A411635;Carbon, Inc.
129497;A411636;Beijing XiaoRui Technology Co., Ltd
129498;A411637;SHENZHEN YIWANJIA INFORMATION TECHNOLOGY CO.,LTD
129499;A411638;Dspread Technology (Beijing) Inc.
129500;A411639;accesso Technology Group
129501;A41163A;ISE GmbH
129502;A41163B;Moog Music Inc.
129503;A41163C;Viloc
129504;A41163D;SHENZHEN ZHISHI TECHNOLOGY CO., LTD.
129505;A41163E;tinylogics
129506;A41194;Lenovo
129507;A41232;GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
129508;A41242;NEC Platforms, Ltd.
129509;A4134E;Luxul
129510;A41437;Hangzhou Hikvision Digital Technology Co.,Ltd.
129511;A41566;WEIFANG GOERTEK ELECTRONICS CO.,LTD
129512;A41588;ARRIS Group, Inc.
129513;A416E7;HUAWEI TECHNOLOGIES CO.,LTD
129514;A41731;Hon Hai Precision Ind. Co.,Ltd.
129515;A41791;Shenzhen Decnta Technology Co.,LTD.
129516;A41875;Cisco Systems, Inc
129517;A41908;Fiberhome Telecommunication Technologies Co.,LTD
129518;A41BC0;Fastec Imaging Corporation
129519;A41F72;Dell Inc.
129520;A4218A;Nortel Networks
129521;A42305;Open Networking Laboratory
129522;A424B3;FlatFrog Laboratories AB
129523;A424DD;Cambrionix Ltd
129524;A4251B;Avaya Inc
129525;A42618;Integrated Device Technology (Malaysia) Sdn. Bhd.
129526;A42655;LTI Motion (Shanghai) Co., Ltd.
129527;A428B7;Yangtze Memory Technologies Co., Ltd.
129528;A42940;Shenzhen YOUHUA Technology Co., Ltd
129529;A42983;Boeing Defence Australia
129530;A42985;Sichuan AI-Link Technology Co., Ltd.
129531;A429B7;bluesky
129532;A42B8C;NETGEAR
129533;A42BB0;TP-LINK TECHNOLOGIES CO.,LTD.
129534;A42C08;Masterwork Automodules
129535;A4307A;Samsung Electronics Co.,Ltd
129536;A43111;ZIV
129537;A43135;Apple, Inc.
129538;A433D1;Fibrlink Communications Co.,Ltd.
129539;A433D7;MitraStar Technology Corp.
129540;A43412;Thales Alenia Space
129541;A434D9;Intel Corporate
129542;A434F1;Texas Instruments
129543;A43523;Guangdong Donyan Network Technologies Co.,Ltd.
129544;A43831;RF elements s.r.o.
129545;A438CC;Nintendo Co.,Ltd
129546;A438FC;Plastic Logic
129547;A43A69;Vers Inc
129548;A43B0E;Huawei Device Co., Ltd.
129549;A43BFA;IEEE Registration Authority
129550;A43BFA0;Chengdu Territory Technology Co.,Ltd
129551;A43BFA1;Beijing Uniwill Science and Technology Co,Ltd
129552;A43BFA2;Powell Industries
129553;A43BFA3;Circus World Displays Ltd
129554;A43BFA4;Maxon Australia
129555;A43BFA5;BOI Solutions
129556;A43BFA6;Recognition Systems LLC
129557;A43BFA7;Deatronic srl
129558;A43BFA8;Alpwise
129559;A43BFA9;SHEN ZHEN PASUN TECH CO.LTD.
129560;A43BFAA;Plus One Japan Ltd.
129561;A43BFAB;ALSTOM Strongwish (Shenzhen) Co., Ltd
129562;A43BFAC;SHANGHAI XIETONG TECHNOLOGY INC.
129563;A43BFAD;JSC “Component-ASU”
129564;A43BFAE;The Magstim Company Ltd.
129565;A43BFAF;Private
129566;A43D78;GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
129567;A43E51;ANOV FRANCE
129568;A43EA0;iComm HK LIMITED
129569;A44027;zte corporation
129570;A444D1;Wingtech Group (HongKong）Limited
129571;A44519;Xiaomi Communications Co Ltd
129572;A445CD;IoT Diagnostics
129573;A4466B;EOC Technology
129574;A446B4;Huawei Device Co., Ltd.
129575;A446FA;AmTRAN Video Corporation
129576;A44AD3;ST Electronics(Shanghai) Co.,Ltd
129577;A44B15;Sun Cupid Technology (HK) LTD
129578;A44BD5;Xiaomi Communications Co Ltd
129579;A44C11;Cisco Systems, Inc
129580;A44CC8;Dell Inc.
129581;A44E2D;Adaptive Wireless Solutions, LLC
129582;A44E31;Intel Corporate
129583;A44F29;IEEE Registration Authority
129584;A44F290;Dermalog Identification Systems GmbH
129585;A44F291;Olssen B.V.
129586;A44F292;LUCEOR
129587;A44F293;Comsel System Ltd
129588;A44F294;DGC Access AB
129589;A44F295;Shanghai KuanYu Industrial Network Equipment Co.,Ltd
